"object/building/base/shared_base_aircar.iff","1112885583","0","-1","building_name","base_aircar"
"object/building/base/shared_base_arena.iff","1112885583","0","-1","building_name","base_arena"
"object/building/base/shared_base_arena_large.iff","1112885583","0","-1","building_name","base_arena_large"
"object/building/base/shared_base_association_hall.iff","1112885583","0","-1","building_name","base_association_hall"
"object/building/base/shared_base_bank.iff","1112885583","0","-1","building_name","base_bank"
"object/building/base/shared_base_bubble_naboo.iff","1112885583","0","-1","building_name","base_bubble_naboo"
"object/building/base/shared_base_building.iff","1112885583","0","-1","building_name","base_building"
"object/building/base/shared_base_cantina.iff","1112885583","0","-1","building_name","base_cantina"
"object/building/base/shared_base_capitol.iff","1112885583","0","-1","building_name","base_palace"
"object/building/base/shared_base_cave.iff","1112885583","0","-1","building_name","base_cave"
"object/building/base/shared_base_cloning_facility.iff","1112885583","0","-1","building_name","base_cloning_facility"
"object/building/base/shared_base_filler_building.iff","1112885583","0","-1","building_name","base_filler_building"
"object/building/base/shared_base_guild.iff","1112885583","0","-1","building_name","base_guild"
"object/building/base/shared_base_hangar.iff","1112885583","0","-1","building_name","base_hangar"
"object/building/base/shared_base_hospital.iff","1112885583","0","-1","building_name","base_palace"
"object/building/base/shared_base_hotel.iff","1112885583","0","-1","building_name","base_hotel"
"object/building/base/shared_base_housing.iff","1112885583","0","-1","building_name","base_housing"
"object/building/base/shared_base_military_building.iff","1112885583","0","-1","building_name","base_military_building"
"object/building/base/shared_base_municipal.iff","1112885583","0","-1","building_name","base_building"
"object/building/base/shared_base_palace.iff","1112885583","0","-1","building_name","base_palace"
"object/building/base/shared_base_parking_garage.iff","1112885583","0","-1","building_name","base_parking_garage"
"object/building/base/shared_base_player_building.iff","1112885583","0","-1","building_name","base_housing"
"object/building/base/shared_base_power_generator.iff","1112885583","0","-1","building_name","base_power_generator"
"object/building/base/shared_base_salon.iff","1112885583","0","-1","building_name","base_salon"
"object/building/base/shared_base_shuttleport.iff","1112885583","0","-1","building_name","base_starport"
"object/building/base/shared_base_starport.iff","1112885583","0","-1","building_name","base_starport"
"object/building/base/shared_base_theater.iff","1112885583","0","-1","building_name","base_theater"
"object/building/base/shared_base_tower.iff","1112885583","0","-1","building_name","base_tower"
"object/building/base/shared_building_default.iff","1112885583","0","-1","building_name","base_building"
"object/building/corellia/shared_association_hall_civilian_corellia.iff","1112885583","0","-1","building_name","association_hall_civilian_tatooine"
"object/building/corellia/shared_bank_corellia.iff","1112885583","0","-1","building_name","bank_corellia"
"object/building/corellia/shared_cantina_corellia.iff","1112885583","0","-1","building_name","cantina_general"
"object/building/corellia/shared_capitol_corellia.iff","1112885583","0","-1","building_name","capitol_corellia"
"object/building/corellia/shared_cloning_corellia.iff","1112885583","0","-1","building_name","guild_combat_corellia"
